score;segment;navn;orgnr;orgform;kanal;epost;telefon;hjemmeside;adresse;postnr;poststed;kommune;ansatte;naeringskode;registrert;formaal;score_grunnlag
25;eiendom;BOLIG TAKST OG TEGNING AS;927456303;AS;e-post/telefon;magnusthunshelle@gmail.com;984 32 242;;Bjorhaugslettå 30;4365;NÆRBØ;HÅ;0;71.110 Arkitektvirksomhet;2021-08-16;Arkitektjenester, bygg. Ingeniør- og prosjektledertjenester innen byggeprosjekter. Eiendomsmegler.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;BORG BYGG OG TAKST AS;916093853;AS;e-post/telefon;daniel@borgbyggtakst.no;916 64 090;;Nabbetorpveien 16;1632;GAMLE FREDRIKSTAD;FREDRIKSTAD;0;41.000 Oppføring av bygninger;2015-10-19;Oppføring og restaurering av bygg, samt taksering av eneboliger.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;BRATTLI TAKST OG BYGGVURDERING AS;993213675;AS;e-post/telefon;gab@janbrattli.no;97013690;;Hovsveien 158;1769;HALDEN;HALDEN;0;68.320 Eiendomsforvaltning på oppdrag;2008-10-22;Eiendomsforvaltning. Oppføring av bygninger. Eie aksjer og andeler i andre foretak.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;BYGG & TAKST AS;988908428;AS;e-post/telefon;furu@gipsbyggern.no;995 28 491;;Henrik Bulls veg 48;2069;JESSHEIM;ULLENSAKER;;71.121 Byggeteknisk konsulentvirksomhet;2005-11-14;Taksering av eiendom.  ;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;BYGG OG TAKST PARTNER AS;937451806;AS;e-post/telefon;stiansvendsenbygg@gmail.com;46 98 27 33;;Solbakken 2;5209;OS;BJØRNAFJORDEN;;68.320 Eiendomsforvaltning på oppdrag;2026-03-30;Bolig taksering. Tømrer oppdrag.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;BYGGMESTER OG TAKSTMANN FREDRIK UTAKER AS;898714802;AS;e-post/telefon;post@byggmestertakst.no;930 84 863;;Oustmyrvegen 28;7080;HEIMDAL;TRONDHEIM;;41.000 Oppføring av bygninger;2012-08-15;Tømrer- og takseringsarbeider.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;BØRTIND BYGG OG TAKSERING AS;932853523;AS;e-post/telefon;tverlandet.bygg.taksering.as@gmail.com;476 59 555;;Bodøveien 2126;8050;TVERLANDET;BODØ;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2024-01-19;Tjenester innen bygg og taksering.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;FROSTERØD TAKST AS;924782544;AS;e-post/telefon;;;www.takstmannen.no;Nordre Elvegate 21;1597;MOSS;MOSS;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2020-03-17;Takseringsoppdrag av fast eiendom.;eiendom i formål + AS (e-post lovlig) + hjemmeside
25;eiendom;GK TAKST & EIENDOM AS;993417106;AS;e-post/telefon;gunnar@gktakst.no;900 14 357;;Ingeborgskogen 15;2056;ALGARHEIM;ULLENSAKER;0;68.320 Eiendomsforvaltning på oppdrag;2008-12-11;Takst av eiendom, rådgivning/ konsulenttjenester innen bygg og anlegg.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;GOHEIM TAKST OG BYGGCONSULT AS;998559391;AS;e-post/telefon;goheim@frisurf.no;90612231;;Dalbotnveien 87;8920;SØMNA;BRØNNØY;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2012-06-28;Taksering av bygg og annen dertil tilhørende virksomhet.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;GRUBBE TAKST OG BYGG AS;933606155;AS;e-post/telefon;grubbebs@gmail.com;996 99 866;;Farmannvegen 49;3925;PORSGRUNN;PORSGRUNN;0;68.320 Eiendomsforvaltning på oppdrag;2024-06-13;Takst tjenester. Bygg/tømrer tjenester.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;HALVORSEN TAKST OG EIENDOM AS;916848722;AS;e-post/telefon;halvorsen@takst-eiendom.no;95 93 80 00;;Nygårdsveien 30;1423;SKI;ÅS;0;71.121 Byggeteknisk konsulentvirksomhet;2016-03-07;Hjelpe og bistå private og næringsdrivende ved og i byggeprosjekter nye som gamle, skal bistå kunden i alle faser og sammenhenger. Selskapet skal også være utførende i alle slags byggeprosjekt. Drift av eiendom, selskap, konsulent og rådgivning. Alt innen Teknisk DD og taksering av private og næringseiendommer. Herunder også kjøp og salg og utleie.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;HARDANGER TAKST OG KONSULENTTJENESTER AS;929042883;AS;e-post/telefon;hardangertakst@gmail.com;959 67 473;;Freimsvegen 11;5750;ODDA;ULLENSVANG;0;71.121 Byggeteknisk konsulentvirksomhet;2022-04-06;Ingeniør- og prosjektledertjenester innen byggeprosjekter. Utleie av bygg- og anleggsmaskiner (uten personell).;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;HELGELAND TAKST AS;915498345;AS;e-post/telefon;post@gstakst.no;480 89 058;;Strandgata 13B;8622;MO I RANA;RANA;0;68.320 Eiendomsforvaltning på oppdrag;2015-06-12;Takseringsvirksomhet. Byggekontroll .Konsulenttjenester innenfor bygg og anlegg. Kjøp og salg av aksjer i andre selskap.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;HOLT PLAN OG TAKST AS;819909032;AS;e-post/telefon;torgeirholt@hotmail.com;992 38 849;;Langåsveien 12;0880;OSLO;OSLO;0;71.121 Byggeteknisk konsulentvirksomhet;2017-11-15;Rådgivende ingeniør innenfor bygg og anlegg, som prosjektering av vei og byplanlegging.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;INDRE ØSTFOLD TAKST AS;916010087;AS;e-post/telefon;freste@online.no;936 39 552;;Åssiden 20;1860;TRØGSTAD;INDRE ØSTFOLD;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2015-10-09;Taksering av bygg, tømrer- og snekkervirksomhet og alt hva dermed står i forbindelse. Vaktmestervirksomhet, samt deltagelse i andre selskaper.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;INGENIØR OG TAKSTMANN THOMAS A. HAUGAN AS;997727622;AS;e-post/telefon;tahaugan@online.no;970 83 083;;Sogstikollen 4;1446;DRØBAK;FROGN;0;68.320 Eiendomsforvaltning på oppdrag;2011-12-15;Taksering og konsulenttjenester innenfor byggebransjen. Investere, forvalte og drive fast eiendom, samt investeringer i andre selskaper;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;INNLANDET- VIKEN TAKST AS;929552032;AS;e-post/telefon;borger.raekstad@gmail.com;984 28 497;;c/o Ola Rækstad, Rækstadgutua 12;2760;BRANDBU;GRAN;;71.121 Byggeteknisk konsulentvirksomhet;2022-07-27;Taksering. Byggesaksbehandling. Energirådgivning. Håndverkertjenester.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;JON'S BYGG OG TAKST AS;924324309;AS;e-post/telefon;jonkleiv@hotmail.no;970 32 594;;Liavegen 1501;2686;LOM;LOM;0;41.000 Oppføring av bygninger;2020-01-02;Takst og tømrertjenester.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;KB TAKST AS;814787192;AS;e-post/telefon;kjetil@kbtakst.no;930 00 930;;Tårnfjellvegen 24;3910;PORSGRUNN;PORSGRUNN;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2015-01-13;Taksering og kontroll av boliger og eiendommer.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;KIRKENES BYGG & TAKST AS;925347892;AS;e-post/telefon;taksering-4u@outlook.com;906 03 555;;Solheimsveien 5;9900;KIRKENES;SØR-VARANGER;;68.320 Eiendomsforvaltning på oppdrag;2020-07-30;Takst. Prosjektledelse. Uavhengige kontroller. Handtverk, kjøp salg av materiell utleie av driftsmidler.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;KLEIVDAL TAKSERING AS;916271654;AS;e-post/telefon;tekl@online.no;907 23 878;;Hagellia 6;5914;ISDALSTØ;ALVER;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2015-11-20;Taksering av boliger og bygg.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;MØRE TAKSTCONSULT AS;999332579;AS;e-post/telefon;stig.vatne@gmail.com;919 91 555;;Karolusplassen 8;6014;ÅLESUND;ÅLESUND;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2013-01-08;Eiendomstaksering.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;NAVAR TAKST OG EIENDOM AS;981412680;AS;e-post/telefon;postmaster@navar.no;56 17 63 60;;Bustølvegen 40;5919;FREKHAUG;ALVER;0;68.110 Kjøp og salg av egen fast eiendom;2000-04-10;Investeringsvirksomhet rettet mot eiendomsmarkedet herunder utbygging, prosjektering, kjøp og salg av eiendom, byggevarer og annen beslektet virksomhet samt deltakelse i andre selskap.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;NORDMØRE TAKSERING AS;925247820;AS;e-post/telefon;dag@nordmoretaksering.no;476 73 507;;Flintegata 18B;6510;KRISTIANSUND N;KRISTIANSUND;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2020-06-29;Taksering av bolig og næring ennenfor privat og offentlig sektor.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;NYGÅRD TAKST OG TØMRING AS;931511041;AS;e-post/telefon;nygardtakstogtomring@gmail.com;;;Prestanesvegen 95;5392;STOREBØ;AUSTEVOLL;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2023-06-03;Taksering. Tømring. Byggteknisk konsulenttjenester.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;ODAL TAKST OG EIENDOM AS;992798688;AS;e-post/telefon;erland@nordsetmoen.no;91663651;;Hagabergvegen 4;2110;SLÅSTAD;SØR-ODAL;0;41.000 Oppføring av bygninger;2008-06-18;Å drive entreprenør- og tømrervirksomhet, yte konsulenttjenester, drive handel, taksering av eiendommer og utstyr og alt hva dermed står i forbindelse. Selskapet kan kjøpe, selge og drive med leie av fast eiendom inklusive utbyggingsområder og utbygging av boligprosjekter. I tillegg kan selskapet delta i andre selskap av enhver art.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;OPPEDAL TAKST & CONSULT AS;915586171;AS;e-post/telefon;oppedal@enivest.net;57 86 02 92;;Urene 20;6770;NORDFJORDEID;STAD;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2015-06-26;Bygg og anlegg. Taksering av boliger, tomter og næringsarealer. Rådgiving innen bygg og anlegg, ingeniørtjeneste. Bygningsingeniør og takstingeniør.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;PROFF TAKST AS;916135041;AS;e-post/telefon;fredrik@profftakst.no;908 19 180;;Nordtjønnveien 23F;4620;KRISTIANSAND S;KRISTIANSAND;0;68.320 Eiendomsforvaltning på oppdrag;2015-10-27;Taksering og energimerking og andre produkter/tjenester som naturlig hører sammen med dette. Selskapet kan investere i aksjer og fast eiendom samt alt hva herved står i forbindelse.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;RETT-TAKST AS;913193881;AS;e-post/telefon;hagen@hagenbs.no;913 75 920;;c/o Kjell-Arne Hagen, Radiatorvegen 2;2040;KLØFTA;ULLENSAKER;0;68.320 Eiendomsforvaltning på oppdrag;2014-02-26;Taksering av eiendom, bygg og alt annet som naturlig hører inn under dette.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;ROGNERUD BYGG & TAKST AS;892470952;AS;e-post/telefon;chris@rognerudbygg.no;94 37 00 84;;Kongsveien 14;9408;HARSTAD;HARSTAD;25;43.120 Grunnarbeid;2008-03-29;Tømrer, oppføring og vedlikehold av bygninger.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;RUNE KRISTIANSEN TAKST AS;977462568;AS;e-post/telefon;runekr@online.no;90923760;;Maridalsveien 300;0872;OSLO;OSLO;0;41.000 Oppføring av bygninger;1997-04-18;Tømrermester. Verditaksering av fast eiendom + konsulenttjenester.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;RØROS TAKST AS;915224466;AS;e-post/telefon;oleerik.feragen@hotmail.com;988 51 165;;Harsjøveien 61;7375;RØROS;RØROS;0;68.320 Eiendomsforvaltning på oppdrag;2015-04-13;Taksering av enebolig, aksje-/andelsleilighet, mindre næringseiendom, tomt. Tilsstandsanalyser og boligsalgsrapport. Investering i fast eiendom.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;SANDEFJORD TAKSERING OG BYGGTJENESTER AS;880638432;AS;e-post/telefon;kegun@sandefjordbredband.net;92898383;;Helgerødgrenda 36;3233;SANDEFJORD;SANDEFJORD;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;1999-03-29;Taksering inne forskjellig kategorier, tjenester innen bygg og anlegg, snekkerarbeider, investering i bygg og eiendom;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;SKARRA TAKST AS;815040252;AS;e-post/telefon;skarrabygg@yahoo.no;917 27 503;;Underlia 255;3021;DRAMMEN;DRAMMEN;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2015-02-27;Taksering av eiendommer og tømrerarbeid.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;SÆVE TAKST AS;918761314;AS;e-post/telefon;ingve.saeve@gmail.com;926 44 244;;H2, Felt 2, Åmøyveien 69;4158;BRU;STAVANGER;0;71.121 Byggeteknisk konsulentvirksomhet;2017-03-27;Byggteknisk konsulentvirksomhet.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;TAKSERINGSTJENESTER AS;914291135;AS;e-post/telefon;kato@takseringstjenester.no;991 26 687;;Blåtoppveien 64;1481;HAGAN;NITTEDAL;0;68.320 Eiendomsforvaltning på oppdrag;2014-11-19;Taksering av fast eiendom og rådgivning innenfor dette. Konsulenttjenester innen økonomi og regnskap til bedrifter.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;TAKST & EIENDOMSTJENESTER AS;978671721;AS;e-post/telefon;hugo@mestertakst.no;56 36 07 50;;Skodvinsvegen 112;5956;HUNDVIN;ALVER;0;71.121 Byggeteknisk konsulentvirksomhet;1997-07-04;Eiendomstaksering, salg av produkter og eiendommer. Konsulenttjenester.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;TAKST &BYGG AS;998550939;AS;e-post/telefon;ivar@takststraume.no;920 53 232;;Gjertrudvegen 11A;5353;STRAUME;ØYGARDEN;0;68.320 Eiendomsforvaltning på oppdrag;2012-06-27;takst av eiendommer og utførelse av mindre byggeoppdrag innenfor tømmer faget;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;TAKST HEIMEN AS;933071693;AS;e-post/telefon;ohribe@gmail.com;469 34 844;;Bergvollvegen 4A;9021;TROMSDALEN;TROMSØ;0;68.320 Eiendomsforvaltning på oppdrag;2024-03-14;Virksomheten er et takstselskap, herunder eiendomsutvikling, arkitektur og kjøp og salg av eiendom.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;TAKST OG BOLIG AS;913782941;AS;e-post/telefon;espen@takstogbolig.as;;;Sjøvollbukta 4;1390;VOLLEN;ASKER;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2014-06-19;Taksering og tømrer arbeider. Kjøp og salg, samt utvikling av eiendom.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;TAKST OG ENERGIDOKTOREN AS;997880846;AS;e-post/telefon;takstmann@henriklovdal.no;913 23 180;;Steinkleiva 7;4631;KRISTIANSAND S;KRISTIANSAND;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2012-01-25;Taksering og Energimerking og andre produkter/tjenester som naturlig hører sammen med dette. Selskapet kan investere i aksjer og fast eiendom samt alt hva herved står i forbindelse. Info :Taksering og Energimerking vedr bygninger.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;TAKST OG PROSJEKTKONTROLL AS;915311326;AS;e-post/telefon;kejohan@online.no;900 99 950;;Skoklefallsletta 55;1452;NESODDTANGEN;NESODDEN;;71.121 Byggeteknisk konsulentvirksomhet;2015-05-05;Bygg og anleggs bransjen. Taksering og prosjektkontroll. Prosjektering og ledelse.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;TAKST OG RÅDGIVNING AS;989120727;AS;e-post/telefon;geir.c@outlook.com;924 04 059;;Bygdøy allé 111C;0273;OSLO;OSLO;0;68.120 Utvikling og salg av byggeprosjekter;2006-01-07;Oppføring og utvikling av eiendom for salg og utleie. Konsulentvirksomhet innen bygg, anlegg og eiendom forøvrig.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;TAKST OG UAVHENGIG KONTROLL AS;913020804;AS;e-post/telefon;post@otterbech.no;473 42 455;;c/o Åge Vadla Otterbech, Rødknappsvingene 21;4025;STAVANGER;STAVANGER;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2014-01-04;Taksering av eiendommer og andre verdier. Byggevirksomhet. Utleie av fast eiendom. Investering i aksjer og verdipapirer.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;TAKST PROSJEKT AS;982413524;AS;e-post/telefon;;;www.takstpro.no;Arons vei 45;3029;DRAMMEN;DRAMMEN;0;71.129 Annen teknisk konsulentvirksomhet;2000-09-27;Taksering, verdivurdering, rådgivning, konsulentvirksomhet. Kjøp, salg og drift av fast eiendom. Kjøp og salg av aksjer.;eiendom i formål + AS (e-post lovlig) + hjemmeside
25;eiendom;TAKST TROMSØ AS;993481904;AS;e-post/telefon;knflateb@online.no;77 69 31 77;;Straumsvegen 1999;9106;STRAUMSBUKTA;TROMSØ;0;68.320 Eiendomsforvaltning på oppdrag;2009-01-05;Takstoppdrag og byggrådgivning.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;TAKST, ARKITEKT OG INGENIØR-TJENESTER AS;923745343;AS;e-post/telefon;brath@nsn.no;996 39 739;;Okkenhaugvegen 353;7608;LEVANGER;LEVANGER;;68.320 Eiendomsforvaltning på oppdrag;2019-11-01;Taksering av fast eiendom. Programvareutvikling. Drift av nettsteder.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;TAKST4U AS;916127219;AS;e-post/telefon;post@takst4u.no;;;c/o Ivar Mjøs, Gråtenveien 14;1397;NESØYA;ASKER;0;68.320 Eiendomsforvaltning på oppdrag;2015-10-26;Eiendomstaksering.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;TAKSTEKSPERTEN AS;913891678;AS;e-post/telefon;rogere.andersen@boligtakst.as;400 68 400;;Gjerdrumsgata 26;2000;LILLESTRØM;LILLESTRØM;0;68.320 Eiendomsforvaltning på oppdrag;2014-07-15;Takst og/eller tilstandsvurdering av eiendom, bolig og annen bygningsmasse. Eiendomsutvikling. Byggesaksveiledning, byggkontroll og byggeledelse;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;TAKSTFIRMA KARLSTAD AS;982113148;AS;e-post/telefon;magnuskarlstad1982@gmail.com;482 01 653;;c/o Magnus Karlstad, Elgveien 46;1553;SON;VESTBY;;68.320 Eiendomsforvaltning på oppdrag;2000-06-30;Å forestå salg av konsulenttjenester og byggrelaterte konsulentoppdrag.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;TAKSTFORUM AS;914998727;AS;e-post/telefon;arnstein@takst.no;900 38 750;;Sorgenfrigata 33B;0365;OSLO;OSLO;0;71.121 Byggeteknisk konsulentvirksomhet;2015-02-19;Kontroll og rådgivning innen bygg og anlegg, konsulent tjenester og ellers beslektet med dette.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;TAKSTFORUM HOLDING AS;989233262;AS;e-post/telefon;sp@takstforumnord.no;75 50 06 10;;Olav V gate 96B;8004;BODØ;BODØ;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2006-02-13;Investering i aksjer og eiendom.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;TAKSTGRUPPEN AS;995705400;AS;e-post/telefon;havard@solhaugtakst.no;977 26 630;;Lenagata 39;2850;LENA;ØSTRE TOTEN;20;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2010-07-05;Takseringsvirkomhet innen bygg og anlegg.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
25;eiendom;TAKSTHUSET INNLANDET AS;925989479;AS;e-post/telefon;marcus@takstcon.no;483 46 935;;Ringvegen 7;2816;GJØVIK;GJØVIK;0;68.320 Eiendomsforvaltning på oppdrag;2020-11-18;Taksering av fast eiendom og konsulentvirksomhet innen bygg og anlegg. Tømrer- og snekkerarbeider, tjenester innen bygg og anlegg. Energirådgivning, tjenester innen bygg og anlegg. Rådgivende ingeniør bygg og anlegg. Byggesak.;eiendom i formål + AS (e-post lovlig) + e-post i registeret
